FID IID CapYear 
1 14504 2016 
1 16006 2019 
1 14509 2016 
1 15026 2017 
1 14099 2015 
1 15060 2017 
1 20334 2021 
1 15602 2018 
1 14135 2015 
1 15943 2019 
1 14618 2016 
1 14510 2016 
1 14971 2017 
1 15947 2019 
1 14165 2015 
1 16145 2019 
1 20432 2021 
1 15206 2017 
1 14661 2016 
1 14619 2016 
1 16108 2019 
1 14136 2015 
1 15944 2019 
1 14620 2016 
1 15170 2017 
1 14011 2015 
1 15101 2017 
1 16095 2019 
1 14505 2016 
1 14581 2016 
1 16005 2019 
1 15025 2017 
1 15597 2018 
1 16106 2019 
1 14621 2016 
1 20433 2021 
1 14622 2016 
1 14137 2015 
1 15945 2019 
1 14013 2015 
1 16093 2019 
1 14012 2015 
1 15599 2018 
1 14507 2016 
1 14623 2016 
1 15243 2017 
1 14166 2015 
1 16462 2020 
1 14167 2015 
1 14662 2016 
1 15756 2018 
1 15205 2017 
1 14625 2016 
1 15620 2018 
1 16097 2019 
1 20290 2021 
1 20372 2021 
1 13388 2014 
1 13307 2014 
1 14624 2016 
1 16107 2019 
1 15946 2019 
1 14970 2017 
1 15598 2018 
1 14506 2016 
1 16144 2019 
1 14968 2017 
1 15725 2018 
1 20375 2021 
1 15010 2017 
1 14578 2016 
1 15216 2017 
1 14489 2016 
1 20335 2021 
1 16076 2019 
1 15098 2017 
1 16424 2020 
1 14490 2016 
1 20337 2021 
1 15116 2017 
1 14492 2016 
1 20336 2021 
1 14614 2016 
1 15941 2019 
1 15241 2017 
1 20291 2021 
1 14493 2016 
1 15679 2018 
1 16059 2019 
1 15023 2017 
1 14494 2016 
1 15117 2017 
1 14495 2016 
1 15655 2018 
1 14579 2016 
1 16121 2019 
1 14496 2016 
1 20374 2021 
1 16122 2019 
1 16440 2020 
1 15724 2018 
1 14615 2016 
1 16104 2019 
1 14497 2016 
1 16332 2020 
1 15656 2018 
1 15058 2017 
1 20213 2021 
1 16003 2019 
1 15059 2017 
1 14498 2016 
1 20211 2021 
1 15657 2018 
1 16331 2020 
1 16002 2019 
1 15754 2018 
1 15204 2017 
1 14616 2016 
1 15236 2017 
1 15596 2018 
1 15022 2017 
1 15238 2017 
1 14499 2016 
1 14500 2016 
1 15595 2018 
1 15942 2019 
1 15755 2018 
1 14659 2016 
1 15239 2017 
1 20435 2021 
1 15168 2017 
1 14660 2016 
1 15184 2017 
1 14617 2016 
1 15753 2018 
1 15240 2017 
1 16105 2019 
1 20434 2021 
1 15169 2017 
1 15680 2018 
1 16057 2019 
1 15122 2017 
1 14580 2016 
1 20212 2021 
1 15099 2017 
1 16058 2019 
1 15681 2018 
1 15102 2017 
1 16094 2019 
1 14626 2016 
1 20431 2021 
1 16109 2019 
1 16110 2019 
1 14627 2016 
1 20215 2021 
1 16001 2019 
1 15057 2017 
1 15653 2018 
1 15940 2019 
1 15588 2018 
1 20295 2021 
1 15014 2017 
1 15191 2017 
1 15723 2018 
1 20436 2021 
1 16054 2019 
1 14965 2017 
1 15015 2017 
1 20292 2021 
1 20378 2021 
1 20214 2021 
1 16333 2020 
1 15654 2018 
1 15999 2019 
1 15097 2017 
1 15589 2018 
1 15016 2017 
1 15017 2017 
1 15590 2018 
1 15938 2019 
1 15020 2017 
1 15592 2018 
1 20437 2021 
1 15593 2018 
1 15939 2019 
1 15021 2017 
1 20216 2021 
1 16055 2019 
1 14966 2017 
1 16469 2020 
1 15233 2017 
1 15018 2017 
1 15594 2018 
1 16092 2019 
1 15619 2018 
1 20338 2021 
1 15121 2017 
1 16056 2019 
1 15678 2018 
1 15166 2017 
1 16075 2019 
1 20339 2021 
1 16392 2020 
1 15009 2017 
1 16120 2019 
1 15722 2018 
1 20293 2021 
1 15234 2017 
1 20377 2021 
1 15167 2017 
1 16137 2019 
1 15235 2017 
1 16490 2020 
1 15752 2018 
1 14967 2017 
1 16000 2019 
1 16334 2020 
1 20217 2021 
1 15652 2018 
1 20294 2021 
1 15591 2018 
1 16425 2020 
1 15019 2017 
1 15646 2018 
1 20333 2021 
1 16027 2019 
1 15647 2018 
1 16050 2019 
1 15561 2018 
1 20332 2021 
1 16328 2020 
1 15936 2019 
1 15717 2018 
1 15718 2018 
1 16422 2020 
1 15562 2018 
1 15618 2018 
1 15937 2019 
1 20209 2021 
1 15648 2018 
1 16329 2020 
1 15995 2019 
1 16102 2019 
1 15563 2018 
1 16051 2019 
1 15649 2018 
1 20371 2021 
1 15996 2019 
1 20206 2021 
1 15650 2018 
1 16327 2020 
1 16103 2019 
1 16437 2020 
1 15749 2018 
1 16119 2019 
1 15676 2018 
1 20286 2021 
1 15997 2019 
1 15651 2018 
1 15998 2019 
1 15677 2018 
1 20287 2021 
1 16052 2019 
1 15564 2018 
1 16028 2019 
1 15750 2018 
1 16438 2020 
1 20369 2021 
1 20207 2021 
1 16135 2019 
1 20288 2021 
1 15751 2018 
1 16029 2019 
1 16053 2019 
1 16461 2020 
1 15565 2018 
1 20208 2021 
1 16030 2019 
1 15721 2018 
1 15141 2017 
1 20376 2021 
1 16147 2019 
1 16136 2019 
1 16389 2020 
1 20368 2021 
1 20430 2021 
1 20205 2021 
1 16026 2019 
1 16439 2020 
1 15719 2018 
1 20370 2021 
1 15720 2018 
1 16391 2020 
1 16435 2020 
1 20275 2021 
1 20462 2021 
1 20463 2021 
1 20464 2021 
1 20467 2021 
1 20469 2021 
1 16411 2020 
1 20276 2021 
1 16460 2020 
1 20465 2021 
1 20417 2021 
1 16412 2020 
1 20421 2021 
1 16363 2020 
1 20277 2021 
1 20278 2021 
1 20422 2021 
1 20326 2021 
1 16415 2020 
1 20324 2021 
1 20365 2021 
1 20468 2021 
1 20279 2021 
1 20366 2021 
1 20280 2021 
1 16413 2020 
1 20364 2021 
1 16446 2020 
1 20420 2021 
1 16436 2020 
1 20367 2021 
1 16445 2020 
1 20281 2021 
1 16364 2020 
1 20419 2021 
1 16416 2020 
1 20282 2021 
1 20325 2021 
1 20466 2021 
1 20362 2021 
1 20283 2021 
1 20363 2021 
1 16390 2020 
1 20428 2021 
1 16421 2020 
1 15732 2018 
1 20429 2021 
1 16375 2020 
1 20297 2021 
1 20222 2021 
1 20298 2021 
1 20223 2021 
1 20224 2021 
1 20439 2021 
1 20225 2021 
1 20380 2021 
1 20381 2021 
1 20444 2021 
1 20226 2021 
1 20227 2021 
1 20228 2021 
1 20440 2021 
1 20382 2021 
1 20229 2021 
1 20441 2021 
1 20442 2021 
1 20383 2021 
1 20299 2021 
1 20230 2021 
1 20231 2021 
1 20232 2021 
1 20233 2021 
1 20384 2021 
1 20443 2021 
1 16376 2020 
1 16148 2019 
1 20300 2021 
1 16366 2020 
1 16367 2020 
